figure_url,item,source,source_url,how
https://figure.nz/chart/vI3IY2L76B6dB8F6-n1x5F9ZdPmSvRU1Z,"Price received by New Zealand businesses for publishing, printing, and replication services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-teEzsAk0JUF11ZiT,"Price received by New Zealand businesses for processed meat (sheep and beef) 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-ndQx1pQQw3jecnDQ,"Price received by New Zealand businesses for prepared and preserved fish 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-7IpccXCnk03ICL6L,"Price received by New Zealand businesses for plants, buds, spice, and aromatic crops 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-y5sQ7iHO2pBM11Wl,"Price received by New Zealand businesses for woven fabrics and made-up textile articles 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-mTf8NQWBnOl5VSot,"Price received by New Zealand businesses for wool 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-PLyYpI9dKZjC7ovj,"Price received by New Zealand businesses for wood and timber 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-1uRUaDpje1dRsKHw,"Price received by New Zealand businesses for plastic in primary forms 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-pJo6TV7Ln4ck51sf,"Price received by New Zealand businesses for water passenger transport 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-cX7nebQ7PkHv4Y4b,"Price received by New Zealand businesses for veterinary services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-3OePhyNkE7N5JYhX,"Price received by New Zealand businesses for vegetables 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-oRMaOv1xnWjb7iFb,"Price received by New Zealand businesses for transport support services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-ZmJR2h6260dbpvs0,"Price received by New Zealand businesses for waste and scrap 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-Yml7OBihBI1yzaOA,"Price received by New Zealand businesses for sugar and confectionery products 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-nlBRp2eNRSwHiW2J,"Price received by New Zealand businesses for repair and maintenance of transport machinery and equipment 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-7svODlPJBmYxIxyj,"Price received by New Zealand businesses for transport support services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-qm4JvOddNJyoHAZy,"Price received by New Zealand businesses for storage and warehousing services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-ztkrWXOQZ1zmRUl4,"Price received by New Zealand businesses for sports, recreation, and cultural services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-jaYPKHb93YI0yJxT,"Price received by New Zealand businesses for sugar and confectionery products 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-DO0kRfmaPNrFHusb,"Price received by New Zealand businesses for stone and bitumen 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-I5ilnZJxrZ2I7DRF,"Price received by New Zealand businesses for storage and warehousing services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-198FhQMMNjwaBAyK,"Price received by New Zealand businesses for soap, cleaning preparations, and perfumes 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-Uoef09m21yn8nlE1,"Price received by New Zealand businesses for special trade construction services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-aPWSdFuKVaBteCsn,"Price received by New Zealand businesses for ships and boats 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-OQMxK0T6WYRAoq5S,"Price received by New Zealand businesses for site preparation services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-WBC3FdYU9wFOMzaW,"Price received by New Zealand businesses for scenic and sightseeing transportation services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-3d9clvlM6BWo9dUA,"Price received by New Zealand businesses for sheep 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-PbpU15Q2Vuu0C6H2,"Price received by New Zealand businesses for scientific and other technical services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-bZ3SXB0m3o8VCI9l,"Price received by New Zealand businesses for rubber products including tyres 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-Ek22DlYxZR14V5DS,"Price received by New Zealand businesses for meal serving services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-iePtzWXyEb6rp6Uz,"Price received by New Zealand businesses for road user charges 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-1v7U9nKTitolZJFZ,"Price received by New Zealand businesses for logs for domestic market 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-jopMud0Es3zWh3cP,"Price received by New Zealand businesses for logs for export market 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-Jlspv1yhmDJ83tNe,"Price received by New Zealand businesses for legal services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-HZODkQNrDvqlzzKC,"Price received by New Zealand businesses for life insurance 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-PvpqTKxYRIMy9b7r,"Price received by New Zealand businesses for jewellery 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-Ou48HOlLbTuVhhuf,"Price received by New Zealand businesses for iron ore, alumina, basic and semi-finished metal products 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/RRCkp3KercDFyFfW-0C8HPln3SCRISWK6,"Industries of employment for people residing in Porirua City, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/F0jZBij8PpbRbvHu-lJw03m2Et8koWpcK,"Price received by New Zealand businesses for industrial machinery and parts 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/RRCkp3KercDFyFfW-zBbU4BC0VFz7Pliy,"Industries of employment for people residing in Stratford District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-750cui6a0wNylaaN,"Industries of employment for people residing in Opotiki District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-r9O1lMF91wW9vEIq,"Industries of employment for people residing in Palmerston North City, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-RjfJkn2AvDueBY2R,"Industries of employment for people residing in New Plymouth District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-9yj4o1WET5MwehTP,"Industries of employment for people residing in Otorohanga District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-QdEWUkpaqTvhyy0R,"Industries of employment for people residing in Nelson City, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-VmjD05EvlByv95Aj,"Industries of employment for people residing in Napier City, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-c8PEqknVBbj73I7J,"Industries of employment for people residing in Waipa District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-98rWW6Q1yFNWXzfB,"Industries of employment for people residing in Waimate District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-zfVCsO5tXuOCyUnB,"Industries of employment for people residing in Waimakariri District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-QsZ3s8jlzqWYOtaQ,"Industries of employment for people residing in Waikato District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-IjUZHQhuKb5O7kxX,"Industries of employment for people residing in Upper Hutt City, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-wFX9PMsXVqbEW70d,"Industries of employment for people residing in New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-mZxcm7YWYlMIHdYb,"Industries of employment for people residing in Timaru District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-BvYUQ9ZcAqhaYFoM,"Industries of employment for people residing in Whangarei District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-2XnO34Iv9Paudms9,"Industries of employment for people residing in Whakatane District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-7OuyAt3SsJUSkUQN,"Industries of employment for people residing in Western Bay of Plenty District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-LawkFiyTyKonTaek,"Industries of employment for people residing in the Whanganui District, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
https://figure.nz/chart/RRCkp3KercDFyFfW-vqpcIiOCYIt6I8Ko,"Industries of employment for people residing in Wellington City, New Zealand 2013 Census, number of people employed ",Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,http://www.stats.govt.nz/Census/2013-census/data-tables/meshblock-dataset.aspx,"At URL provided, select 'Total New Zealand', under the '2013 Census meshblock dataset – CSV files' heading.
Extract the 2013-mb-dataset-Total-New-Zealand-Individual-Part-3a.csv from the zip file. "
