provider,dataset,title,tags,name,subtitle,url
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Central Hawke's Bay District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-onnHoKTLSi2nefHQ
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the West Coast Region, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-CrtlAhxNS7XyHyUY
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Waikato Region, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-ZqWSixCWa3etoc2z
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Wellington Region, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-6xEoaEVlQPvCWOMh
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Southland Region, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-0WasuxJQLDonciS0
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Otago Region, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-MO6dX2X8RDIlnNPP
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Northland Region, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-Rbi9u93YJcr1KKRf
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Taranaki Region, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-Dp6E29n2aWfD5u6k
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Traditional chinese medicine practitioners in New Zealand,Jobs|Chinese|Health|Medicine,,"By region, 2013, number of people employed",https://figure.nz/chart/UCSXHLUIOtdD4tlq
Ministry of Health,New Zealand Health Survey: Child health conditions 2014/15,New Zealand children diagnosed with asthma and currently taking medication,Asthma|Child Health,,"By sex and age group, year ended June 2015, % of children within group",https://figure.nz/chart/EknP0H04o4QPpQzz
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Manawatu-Wanganui Region, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-zWQtu1cDIiaExBUu
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Hawke's Bay Region, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-SqhXAslhyVAjyFcj
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Microbiologists in New Zealand,Jobs|Microbiologist|Health|Science,,"By region, 2013, number of people employed",https://figure.nz/chart/KeLXcmvVunRXOue1
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Phlebotomists in New Zealand,Jobs|Phlebotomist|Health|Science,,"By region, 2013, number of people employed",https://figure.nz/chart/pS98xJJLNqk1LQZY
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Physiotherapists in New Zealand,Jobs|Physiotherapist|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/xLuch57kc5UBmrRj
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Enrolled nurses in New Zealand,Jobs|Enrolled Nurse|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/uPml70WxYtj2XixK
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Dermatologists in New Zealand,Jobs|Dermatologist|Health|Science,,"By region, 2013, number of people employed",https://figure.nz/chart/532114DeYnDXaLQf
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Registered nurses in New Zealand,Jobs|Registered Nurse|Health,,"(Perioperative) By region, 2013, number of people employed",https://figure.nz/chart/0eMl8WbV0Jt5RfOQ
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in South Wairarapa District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-Y9n3K89ykdipPwkb
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in South Waikato District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-B6dYTEO0hDDRWYBR
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Waimakariri District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-LLt927P2w2dTnTHh
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Waikato District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-wTxE0RI0HKwQ7TjB
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in South Taranaki District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-dIzyhr33MRWCv7uD
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Upper Hutt City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-s5u1mCiQytzY4mal
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Timaru District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-xC855SthBmAHTL1Z
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,Cigarette smoking behaviour in New Zealand,People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-BtwDlna61EfoDxah
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Thames-Coromandel District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-TMKLo7emhLbldw3P
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Tauranga City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-N1dud6KSml0nAM5r
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Taupo District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-QzpRloBm4ZTVzURI
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Queenstown-Lakes District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-HFjJK7HUxO7Os9jB
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Rangitikei District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-8kYuRe6d3EUL9kZU
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Porirua City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-lRtI4VJuLalIXUS6
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Upper Harbour Local Board Area, Auckland, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/6RkK5PI7HhkQn0lN-KOQakb6yQ3eAc6km
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Rodney Local Board Area, Auckland, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/6RkK5PI7HhkQn0lN-Xuz4zCVhiKVSrMOI
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Puketapapa Local Board Area, Auckland, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/6RkK5PI7HhkQn0lN-l5xYNdM8Q0u6KqPz
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Palmerston North City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-EmTfsisbQIfbw51X
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Orakei Local Board Area, Auckland, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/6RkK5PI7HhkQn0lN-jZaFVJE5F3W9p623
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Papakura Local Board Area, Auckland, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/6RkK5PI7HhkQn0lN-eBE1JS42Dci5ovln
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Otara-Papatoetoe Local Board Area, Auckland, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/6RkK5PI7HhkQn0lN-iHcvaCTBx6dqrqkE
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Albert-Eden Local Board Area, Auckland, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/6RkK5PI7HhkQn0lN-2meLLDPz9bqP1ZcA
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Whakatane District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-rpWMcueszdJTTuex
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Devonport-Takapuna Local Board Area, Auckland, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/6RkK5PI7HhkQn0lN-5s3yEZFnAmAW9Z32
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Whangarei District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-aNQtxtPTF0P6WWk5
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Westland District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-F7UEV4F7Mayd4xSy
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Western Bay of Plenty District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-hS4Fa2nV241lZK4m
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Wellington City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-CNJqTlHxTJ6r3Dn0
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Waitomo District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-vLl7CoBRbvpH87yI
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in the Whanganui District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-nohr0Kj6e4rwwCBB
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Invercargill City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-UAu6zA0nnrXsf43o
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Kaikoura District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-xAq8ZvMCIBlVpWK6
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Waipa District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-DzKYR7WecH4awCxh
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Wairoa District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-Fc2If9d021UuOjBp
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Waitaki District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-BAsEcWI4UUNe5ppt
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Chemists in New Zealand,Jobs|Chemist|Health|Science,,"By region, 2013, number of people employed",https://figure.nz/chart/VX9o9xJxrXqwBCIa
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Southland District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-NPFA7JJKbwj6WYLB
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Selwyn District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-XcFYmhNAJNNDotOT
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Waimate District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-4RL1t0RftY4xzCm4
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Opotiki District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-6e8c5Y56Jmqdb6WN
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Nelson City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-Ce4vLUMPSUP8T251
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in New Plymouth District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-EztN2h3FlZ0Ek2TL
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Napier City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-A4AOsvpqzTAlJTrU
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Nurse practitioners in New Zealand,Jobs|Nurse Practitioner|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/pvIpZzj8nd8u4XWQ
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Nurse researchers in New Zealand,Jobs|Nurse Researcher|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/QKeT9jPiIxmAV33E
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Psychotherapists in New Zealand,Jobs|Psychotherapist|Health|Medicine,,"By region, 2013, number of people employed",https://figure.nz/chart/r0f3ChUmVvD2T7ZM
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Ruapehu District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-uoxYsFInl1z0hYEr
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Registered nurses in New Zealand,Jobs|Registered Nurse|Health,,"(Medical practice) By region, 2013, number of people employed",https://figure.nz/chart/EP0sOnN1wZ7kS0qp
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Dental hygienists in New Zealand,Jobs|Dental Hygienist|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/4emD247Kji7LLXLu
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Dietitians in New Zealand,Jobs|Dietitian|Health|Science,,"By region, 2013, number of people employed",https://figure.nz/chart/fR2sviN5Ptvo2BlU
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Naturopaths in New Zealand,Jobs|Naturopath|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/ksskrmiRJhB1zjsO
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Audiologists in New Zealand,Jobs|Audiologist|Hearing|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/MCw42TmDeVDKT1x1
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Massage therapists in New Zealand,Jobs|Massage Therapist|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/et2sX9fimsEMc4fB
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Cardiologists in New Zealand,Jobs|Cardiologist|Health|Science,,"By region, 2013, number of people employed",https://figure.nz/chart/vxYoZIt3xfYQFeiI
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Pathologists in New Zealand,Jobs|Pathologist|Health|Science,,"By region, 2013, number of people employed",https://figure.nz/chart/AaJfUv2bfLk6Jsm4
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Nurse managers in New Zealand,Jobs|Nurse Manager|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/P4f4JIJYFCdU5Isq
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Dentists in New Zealand,Jobs|Dentist|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/olU60OlpyjqMNys1
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Medical receptionists in New Zealand,Jobs|Medical Receptionist|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/bHwjc4f2OJdHvMRE
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Nurse educators in New Zealand,Jobs|Nurse Educator|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/R30jcTar9yLf0K5p
Statistics New Zealand,New Zealand Disability Survey 2013,Percentage of the New Zealand population with impairments,Health|Disability|Impairment,,"By age group and impairment type, 2013, %",https://figure.nz/chart/PW4VRHlEWzOzDnrh
Statistics New Zealand,New Zealand Disability Survey 2013,Impairment rates in New Zealand children,Health|Disability|Impairment|Children,,"By impairment type, 2013, % of population aged 0â€“14",https://figure.nz/chart/tHkfv76aQ1oI48LN
OECD,OECD - Main Science and Technology Indicators 2000â€“2015,Expenditure on health and environment programmes in New Zealand and select OECD countries,Research|OECD|Health|Environment,,"2000â€“2015, % of civil government budget appropriations or outlays for R&D",https://figure.nz/chart/MfNbXUrpbfPjd5fe
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Dental assistants in New Zealand,Jobs|Dental Assistant|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/r7odm0mXkpzluuzu
Statistics New Zealand,New Zealand Disability Survey 2013,People with impairments in New Zealand,Health|Disability|Impairment,,"By sex and impairment type, 2013, thousands",https://figure.nz/chart/PoUFdhZyVjKzlnPd
Statistics New Zealand,New Zealand Disability Survey 2013,People with disabilities in New Zealand,Health|Disability|Ethnicity,,"By ethnicity, 2013, thousands",https://figure.nz/chart/1bpfk5EvIDskPb7w
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Registered nurses in New Zealand,Jobs|Registered Nurse|Health,,"(Medical) By region, 2013, thousands of people employed",https://figure.nz/chart/tFaXinLqV2T1SDY2
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Sonographers in New Zealand,Jobs|Sonographer|Science|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/T0NjlZfQwyWmf8Uy
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Marlborough District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-MmRUu2JH3tHKyVDr
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Manawatu District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-aSYD37vLc88kjW7y
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Mackenzie District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-0yM6ACWaMtp9fxH4
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Lower Hutt City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-H2EiShzxxapM1A35
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Kapiti Coast District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-8xRekTY8wE4px5ui
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Kawerau District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-sKXAY0ZEaz8sBWVk
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Kaipara District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-SI3VI3PH6OZ9ulYL
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Hastings District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-OBuFj3j0TY1q9Htj
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Gisborne District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-iwNyAnyrr2Hh3Qyf
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Hamilton City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-QoQrWBzJo9WP6Zwi
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Grey District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-YJyDsAffF9kNpBSP
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Far North District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-59QHPHkvDKFJS08N
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Gore District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-Q1wmZMtmkxrYoUTH
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Dunedin City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-WZ4fEEf6hMUA6D9T
Statistics New Zealand,New Zealand Disability Survey 2013,Percentage of the New Zealand population with impairments,Health|Disability|Impairment,,"By sex and impairment type, 2013, %",https://figure.nz/chart/BHeKQ9676lfIzz7t
